gene_symbol,colors,ens_gene_human,habu_gene_id,habu_target_id,gene_id,SRR41,SRR42,SRR43,SRR44,SRR45,SRR46,SRR47,SRR48,SRR49,SRR50,SRR51,SRR52,SRR53,Pm_3,Pm_4,Pm_6,Pm_7,Pm_8,Pm_9,Pm_10,Pm_11,Pm_12,Pm_14,Pm_16,Pm_17,Pm_18
CSRNP2,darkgreen,ENSG00000110925,107291601,XM_015820622.1,81566,284,178,148,156,173,188,209,187,223,115,167,191,289,11,5,0,6,6,5,11,9,3,3,2,3,3
TXNDC5,brown,ENSG00000239264,107282994,XM_015810837.1,81567,7275,3311,1744,6592,2782,5613,3116,8767,3733,5966,4702,4474,9523,4246,2128,2361,642,1737,1221,2522,3733,1713,1433,970,1286,1151
PLA2G12A,magenta,ENSG00000123739,107283488,XM_015811444.1,81579,460,763,443,497,618,561,511,506,526,449,542,591,736,585,1174,738,260,217,482,357,354,676,416,503,506,502
KAZALD1,brown,ENSG00000107821,107285261,XM_015813434.1,81621,272,170,62,154,98,180,62,440,149,115,182,165,559,550,102,172,45,329,127,144,97,53,165,152,179,27
MAP1LC3B,greenyellow,ENSG00000140941,107292888,XM_015822014.1,81631,656,394,350,497,641,514,290,417,478,327,487,536,431,6,3,3,3,6,2,3,4,4,6,2,2,1
VMP1,magenta,ENSG00000062716,107302793,XM_029287300.1,81671,4014,837,579,847,1857,788,1017,2576,1153,491,782,881,2506,1223,1917,1161,846,338,1972,583,915,1365,508,1109,1267,1909
ISCA1,turquoise,ENSG00000135070,107289725,XM_015818525.1,81689,304,211,225,236,199,267,177,256,242,202,253,265,272,231,212,174,204,261,110,317,254,280,262,131,225,113
AMN,green,ENSG00000166126,107287184,XM_015815658.2,81693,12,33,25,46,62,36,42,10,41,24,29,39,50,5,1,1,1,2,0,2,2,0,0,6,2,6
SLCO5A1,yellow,ENSG00000137571,107290510,XM_015819394.1,81796,43,23,17,45,13,55,31,14,33,42,28,46,24,10,1,0,3,9,1,1,3,3,6,0,0,1
SPRY4,greenyellow,ENSG00000187678,107286829,XM_015815262.1,81848,194,106,41,68,120,101,86,33,126,37,55,71,106,23,17,30,3,5,9,6,0,13,5,17,6,4
SHARPIN,grey60,ENSG00000179526,107294697,XM_029285672.1,81858,240,293,208,244,298,307,239,151,180,133,272,220,235,12,11,8,21,4,6,8,11,9,7,4,4,3
ABHD17A,turquoise,ENSG00000129968,107282250,XM_015810018.1,81926,648,853,593,545,832,767,787,513,549,494,740,610,837,164,278,158,232,175,233,97,132,123,96,123,143,122
HDHD3,green,ENSG00000119431,107284124,XM_015812136.2,81932,318,555,463,463,550,555,570,272,366,256,743,412,363,15,14,6,7,8,7,20,18,15,9,7,12,3
ADPGK,turquoise,ENSG00000159322,107297693,XM_015827053.1,83440,734,447,437,485,441,565,439,616,492,433,545,579,690,31,35,41,130,14,111,6,15,68,14,62,24,131
SF3B5,darkgreen,ENSG00000169976,107298553,XM_015827930.1,83443,276,245,204,228,246,275,260,295,171,178,244,210,265,0,0,3,0,3,4,0,0,0,0,0,0,7
CHST9,darkgreen,ENSG00000154080,107290359,XM_015819236.1,83539,1465,366,501,307,484,436,556,1907,368,482,489,281,2320,58,315,372,530,90,434,87,114,389,288,457,306,253
AIF1L,black,ENSG00000126878,107291351,XM_015820344.1,83543,552,990,572,504,678,454,795,597,372,290,557,428,627,139,355,314,195,84,88,216,103,119,99,184,159,214
COG3,darkgreen,ENSG00000136152,107291437,XM_015820435.1,83548,922,802,655,846,673,798,680,1190,689,729,775,825,1142,227,211,169,138,130,206,183,202,171,92,118,148,76
TMEM47,tan,ENSG00000147027,107292977,XM_015822105.1,83604,517,890,460,661,608,746,679,383,669,613,851,743,465,1,0,0,0,0,0,0,0,0,2,0,0,0
AMMECR1L,turquoise,ENSG00000144233,107287668,XM_015816196.1,83607,326,301,252,247,296,288,257,242,271,185,265,296,347,243,145,115,96,155,132,180,207,169,106,80,144,79
C19orf12,blue,ENSG00000131943,107292737,XM_015821854.1,83636,277,487,386,404,429,348,342,209,393,297,404,341,351,147,150,23,96,31,25,128,49,67,105,53,62,45
FAM107B,brown,ENSG00000065809,107287031,XM_015815485.1,83641,2872,1098,574,1186,872,1439,709,2364,724,624,612,931,4141,1,0,0,0,0,0,0,1,1,0,0,1,0
SELENOO,green,ENSG00000073169,107286331,XM_029283906.1,83642,221,299,261,245,289,405,302,190,316,188,281,251,316,24,49,45,20,30,18,30,30,40,31,33,51,25
FAM167A,cyan,ENSG00000154319,107289319,XM_015818053.1,83648,16,44,32,47,44,58,41,3,34,56,78,55,16,21,21,19,5,1,33,6,8,23,7,5,26,8
L3MBTL2,turquoise,ENSG00000100395,107285415,XM_015813598.2,83746,377,399,362,280,358,404,312,335,290,257,347,384,388,143,115,94,74,72,79,73,74,69,55,64,99,42
ARMC10,brown,ENSG00000170632,107303267,XM_029282962.1,83787,268,266,209,203,219,199,201,271,185,150,237,180,292,2,3,1,2,2,7,5,0,10,2,4,9,2
KLF16,green,ENSG00000129911,107282297,XM_015810070.1,83855,67,70,39,34,94,70,61,36,48,24,32,46,97,2,0,1,0,0,0,0,3,0,0,0,0,1
TMTC1,greenyellow,ENSG00000133687,107295679,XM_015825004.1,83857,646,404,313,525,318,313,394,279,562,354,272,392,346,3,4,12,5,5,4,3,11,1,1,2,5,4
TM2D2,darkgreen,ENSG00000169490,107287949,XM_015816518.1,83877,261,137,130,106,136,105,122,224,123,148,126,155,217,3,6,0,11,2,3,2,7,3,6,3,4,3
SNX25,cyan,ENSG00000109762,107302653,XM_015831775.1,83891,354,218,202,220,231,230,204,353,202,221,212,270,423,81,99,92,71,39,109,55,98,96,40,53,104,36
HDAC10,magenta,ENSG00000100429,107286324,XM_015814674.1,83933,151,175,150,157,218,254,192,97,146,139,207,209,190,63,141,167,71,46,200,55,68,204,100,91,123,158
NCALD,tan,ENSG00000104490,107287825,XM_015816372.1,83988,1838,2660,1251,4032,2135,2683,1506,2691,3598,2954,4919,3091,2411,12,38,21,25,23,26,23,14,51,14,13,17,44
HDHD2,turquoise,ENSG00000167220,107299158,XM_015828525.1,84064,262,334,277,266,301,275,298,263,314,302,389,286,334,27,27,9,18,11,11,13,19,14,12,11,20,8
TOMM40L,turquoise,ENSG00000158882,107292425,XM_015821511.1,84134,82,44,41,59,54,68,35,62,91,65,86,66,52,68,18,14,24,40,18,36,58,17,25,29,27,28
FAM161A,turquoise,ENSG00000170264,107293523,XM_015822677.1,84140,58,64,32,53,42,61,57,51,49,41,55,61,49,37,68,55,48,36,51,74,80,89,27,42,77,27
SYDE2,blue,ENSG00000097096,107285235,XM_029283626.1,84144,162,442,314,240,276,239,370,225,207,277,340,277,260,28,35,19,20,18,16,16,19,17,12,16,20,24
RNASEH2C,black,ENSG00000172922,107297110,XM_015826468.1,84153,312,285,335,269,246,297,293,249,296,223,239,269,316,0,0,0,0,0,0,1,0,0,0,0,1,0
ANTXR1,greenyellow,ENSG00000169604,107283226,XM_029283175.1,84168,894,292,247,269,304,359,319,257,373,223,466,325,840,2,0,2,1,0,0,0,1,0,0,0,2,0
TMEM164,brown,ENSG00000157600,107299040,XM_015828408.1,84187,442,444,320,324,356,385,351,410,326,277,387,434,648,13,21,24,10,2,2,4,1,1,0,4,5,5
MAF1,black,ENSG00000179632,107294699,XM_015823951.1,84232,535,742,566,580,719,508,696,364,425,382,636,513,501,2,2,0,3,1,0,0,8,0,2,0,1,0
ATP13A4,brown,ENSG00000127249,107299367,XM_029286759.1,84239,317,69,100,179,136,212,67,729,246,164,259,279,515,0,9,9,14,1,5,1,0,6,0,9,6,6
ZDHHC18,darkgreen,ENSG00000204160,107289898,XM_015818721.1,84243,377,168,113,134,141,235,155,332,196,95,172,204,449,83,192,98,82,82,73,108,102,103,79,57,86,62
MED10,magenta,ENSG00000133398,107289987,XM_015818820.1,84246,66,91,93,81,104,90,85,57,107,79,105,80,92,1785,1300,1651,881,1471,1574,1133,1556,2326,839,1382,1749,965
SLC37A3,brown,ENSG00000157800,107291328,XM_015820320.1,84255,534,522,425,612,473,472,451,696,575,500,640,602,864,73,75,68,13,24,15,22,35,22,19,45,18,37
COQ5,turquoise,ENSG00000110871,107293455,XM_015822607.1,84274,109,210,172,220,204,182,147,161,180,148,252,154,180,402,295,263,254,358,248,293,301,463,251,172,324,163
ING5,black,ENSG00000168395,107295146,XM_015824449.1,84289,703,934,716,612,891,764,828,596,702,584,815,732,864,4,2,2,10,0,7,2,4,4,0,2,5,4
WDR83,magenta,ENSG00000123154,107286888,XM_015815329.2,84292,56,82,89,61,71,73,73,63,69,59,71,72,68,835,537,487,245,445,274,445,579,441,384,311,490,327
C7orf50,turquoise,ENSG00000146540,107289117,XM_015817810.1,84310,318,357,268,246,301,288,314,285,255,239,348,252,433,65,42,31,42,33,42,36,34,50,20,23,20,16
THOC3,turquoise,ENSG00000051596,107292449,XM_015821538.1,84321,165,136,132,155,121,148,178,99,212,140,230,133,190,158,136,19,70,9,63,17,91,169,97,74,27,23
COA8,darkgrey,ENSG00000256053,107285085,XM_015813236.1,84334,195,251,211,246,232,240,229,167,210,199,273,235,234,219,241,184,99,187,201,257,273,268,191,170,200,100
ZNF512,turquoise,ENSG00000243943,107286434,XM_015814802.1,84450,277,298,190,217,222,270,188,262,246,218,227,226,308,2127,2484,1938,1538,1435,1445,1251,1407,1438,1407,1112,1231,1090
LCOR,brown,ENSG00000196233,107285589,XM_015813794.2,84458,1534,1169,694,911,1018,1040,892,1271,1035,875,1069,1102,1711,184,87,97,46,78,67,96,97,71,57,60,86,36
FAM120B,yellow,ENSG00000112584,107290184,XM_015819046.1,84498,333,317,307,290,338,354,303,322,309,225,393,350,382,200,268,134,87,138,80,221,193,104,208,114,201,98
PLPP5,brown,ENSG00000147535,107295378,XM_015824696.2,84513,855,1097,727,865,947,822,795,1064,677,571,818,809,1199,8,7,4,4,0,0,1,3,5,4,5,3,3
JAGN1,turquoise,ENSG00000171135,107297081,XM_015826439.1,84522,140,142,167,149,134,121,149,141,144,117,170,125,216,3,28,8,16,6,7,5,5,9,0,4,5,6
KBTBD8,lightcyan,ENSG00000163376,107296039,XM_015825380.1,84541,67,21,8,43,21,26,14,40,54,36,17,22,40,23,6,14,6,8,6,14,13,9,12,20,6,9
TMEM185A,black,ENSG00000269556,107292050,XM_015821110.1,84548,175,218,171,138,195,201,182,160,163,163,176,178,249,8,6,4,2,3,3,3,1,5,0,0,6,1
GNPTG,turquoise,ENSG00000090581,107302623,XM_015831741.1,84572,624,623,486,480,490,566,531,584,462,442,629,509,905,154,235,199,295,297,274,260,297,345,201,103,311,104
USP38,cyan,ENSG00000170185,107288552,XM_015817179.1,84640,484,471,375,348,415,390,363,418,385,318,372,455,563,292,225,146,102,133,248,204,196,268,130,97,192,100
MCEE,turquoise,ENSG00000124370,107283162,XM_015811029.1,84693,178,219,200,223,202,174,235,254,173,189,209,178,299,84,54,60,36,52,25,53,61,20,40,47,56,47
HDGFL2,grey60,ENSG00000167674,107297948,XM_015827312.1,84717,246,244,248,195,241,257,292,155,213,148,263,189,256,11,2,7,24,12,0,7,9,1,9,14,6,5
PLEKHA8,darkred,ENSG00000106086,107282780,XM_015810606.1,84725,243,142,110,155,138,185,127,210,161,112,131,167,289,480,165,157,51,173,124,180,144,295,222,111,144,141
CNDP1,yellow,ENSG00000150656,107291693,XM_029284990.1,84735,37,40,34,30,41,45,36,35,39,37,28,36,47,46,21,13,3,30,1,7,18,9,32,15,8,18
CRACR2A,turquoise,ENSG00000130038,107283721,XM_015811661.1,84766,2377,3983,1960,4319,3171,4410,2037,3392,5349,3298,6972,4596,2872,277,833,545,594,193,649,188,276,180,279,273,239,245
MFSD9,blue,ENSG00000135953,107288204,XM_015816789.1,84804,209,310,304,257,266,249,229,251,222,259,238,225,327,187,135,214,103,193,155,308,276,170,177,127,185,73
RIOX2,brown,ENSG00000170854,107302762,XM_015831912.1,84864,599,522,390,250,489,434,433,694,544,266,408,355,745,523,458,276,101,181,170,340,280,229,213,179,281,140
SLC7A3,turquoise,ENSG00000165349,107303242,XM_015832448.1,84889,0,6,3,0,0,0,4,0,4,1,0,0,2,60,243,100,137,10,21,22,24,33,31,48,8,31
AOPEP,blue,ENSG00000148120,107291724,XM_015820752.1,84909,762,1010,743,707,823,810,906,746,706,688,928,680,894,1163,759,547,376,724,621,783,1054,551,497,556,776,328
LRP11,brown,ENSG00000120256,107287399,XM_015815911.1,84918,768,562,302,454,407,420,543,960,548,339,567,390,1089,61,41,45,24,43,39,69,85,27,46,33,41,21
PPP1R15B,blue,ENSG00000158615,107302980,XM_029287341.1,84919,1164,2361,1790,1960,2264,1545,1186,891,1313,1257,1616,1929,1105,441,616,486,415,460,665,399,536,843,317,380,579,246
SPRYD3,turquoise,ENSG00000167778,107290998,XM_015819948.1,84926,515,992,438,605,600,604,509,656,558,382,572,572,652,21,25,8,25,33,21,18,10,16,10,15,12,15
TMEM209,black,ENSG00000146842,107300113,XM_015829456.1,84928,219,213,178,151,233,165,219,182,208,154,209,203,249,22,38,7,3,8,14,6,14,12,8,11,8,9
RAB2B,brown,ENSG00000129472,107286581,XM_015814976.1,84932,276,230,193,205,291,219,204,271,183,175,266,275,283,1,6,2,2,1,0,2,0,2,2,4,6,0
MAEL,turquoise,ENSG00000143194,107291159,XM_029284891.1,84944,1,5,3,2,5,34,4,2,1,2,8,5,6,1,0,3,38,1,1,3,3,1,6,54,34,40
CGNL1,tan,ENSG00000128849,107283131,XM_029283152.1,84952,1286,4532,2791,2683,3192,2555,2168,1898,2338,2249,3799,2626,2194,100,84,79,111,47,81,54,69,74,34,66,126,96
ALKBH6,turquoise,ENSG00000239382,107291978,XM_015821034.1,84964,84,98,47,69,74,79,78,42,72,33,76,82,95,57,74,34,137,32,42,26,32,33,32,26,27,59
LSM10,turquoise,ENSG00000181817,107283749,XM_015811691.1,84967,51,46,39,55,33,67,46,37,51,28,43,42,46,99,71,51,145,47,61,60,78,70,53,35,72,47
ATG4D,magenta,ENSG00000130734,107291618,XM_015820638.1,84971,134,151,141,210,187,162,145,113,133,121,166,131,205,283,582,285,105,255,245,7,562,223,272,187,246,248
MFSD5,turquoise,ENSG00000182544,107288527,XM_015817154.1,84975,230,186,144,133,184,119,156,163,149,107,146,153,241,949,1133,642,541,235,545,395,386,411,333,490,362,462
CEP19,turquoise,ENSG00000174007,107294958,XM_015824234.1,84984,21,10,13,6,11,18,19,9,11,3,17,9,17,27,42,20,19,17,18,25,31,33,19,23,31,11
TMEM128,turquoise,ENSG00000132406,107288977,XM_015817656.1,85013,115,133,121,85,111,122,106,116,140,91,109,100,143,316,367,359,482,174,210,285,427,450,188,197,338,156
TMEM141,turquoise,ENSG00000244187,107297253,XM_015826616.2,85014,191,253,246,271,231,238,215,322,254,208,310,229,304,37,54,29,83,74,13,64,84,69,68,27,46,30
TMEM60,turquoise,ENSG00000135211,107298275,XM_015827649.1,85025,64,57,67,69,54,47,50,52,60,58,48,52,79,26,78,41,103,34,65,49,48,41,33,30,65,44
PPIL4,darkgreen,ENSG00000131013,107287405,XM_015815918.1,85313,341,317,186,222,299,199,200,299,222,230,274,272,314,85,47,32,26,66,35,57,68,47,18,18,33,22
ALG2,magenta,ENSG00000119523,107291673,XM_015820695.1,85365,415,527,450,366,493,426,371,595,295,336,373,413,470,1526,1210,977,754,1131,821,584,724,2250,774,1334,863,1036
RHPN2,blue,ENSG00000131941,107292577,XM_015821681.1,85415,378,526,492,460,601,485,386,376,457,340,649,425,524,74,89,36,26,21,27,46,36,20,19,45,11,27
DOCK7,darkgrey,ENSG00000116641,107287083,XM_015815543.1,85440,1256,805,579,760,760,823,866,1345,833,793,1156,960,1591,745,625,1101,375,211,1214,388,349,306,254,307,775,237
UNK,green,ENSG00000132478,107290206,XM_015819073.1,85451,382,441,325,298,348,451,396,295,325,296,434,402,498,54,53,44,21,35,29,50,34,25,23,19,32,16
CIPC,turquoise,ENSG00000198894,107285643,XM_015813856.2,85457,578,649,659,686,730,681,577,716,628,578,808,749,748,6,2,1,8,1,0,1,1,1,0,1,1,1
GFM1,magenta,ENSG00000168827,107302688,XM_015831824.1,85476,605,556,423,481,491,483,357,549,525,445,499,555,661,1541,1580,912,268,1254,861,708,1067,1009,829,467,582,597
ABCC10,green,ENSG00000124574,107289690,XM_015818487.1,89845,357,344,248,236,364,440,341,200,314,224,286,318,440,211,51,75,53,49,70,102,80,56,45,59,84,46
UBE3B,turquoise,ENSG00000151148,107287298,XM_015815793.1,89910,673,534,529,518,561,611,638,507,567,429,614,520,637,13,12,4,11,11,8,11,5,3,6,4,4,2
MIDN,green,ENSG00000167470,107282875,XM_015810711.1,90007,191,448,223,318,1201,414,359,90,584,100,302,416,279,7,0,3,5,6,2,7,12,0,1,0,3,1
UBE3D,turquoise,ENSG00000118420,107302922,XM_015832083.1,90025,139,106,127,132,116,125,120,128,118,99,128,99,153,87,79,28,38,23,16,38,60,69,32,16,17,38
FAM110B,brown,ENSG00000169122,107284334,XM_015812380.2,90362,175,114,98,86,130,133,88,174,69,85,152,134,271,11,8,1,0,7,5,9,2,1,9,0,4,1
DCAF15,darkgrey,ENSG00000132017,107298103,XM_015827468.1,90379,51,66,45,42,67,67,65,36,33,33,59,59,55,824,705,505,260,401,508,679,693,453,369,326,513,243
SHF,turquoise,ENSG00000138606,114923076,XM_029285528.1,90525,73,136,103,71,119,118,121,92,104,66,149,103,123,35,45,21,31,25,14,36,25,12,15,11,42,13
TIMM29,turquoise,ENSG00000142444,107295007,XM_015824293.1,90580,113,148,142,182,148,141,164,133,132,151,152,148,148,125,136,88,58,50,76,77,142,66,63,56,86,48
SEC11C,magenta,ENSG00000166562,107297635,XM_015826997.1,90701,1943,1985,1607,1343,1536,988,1333,2272,1319,1734,1879,1294,2236,307,505,638,219,162,172,158,163,478,297,565,340,795
JPT2,cyan,ENSG00000206053,107292228,XM_015821301.1,90861,512,542,410,333,486,437,495,555,397,280,483,436,528,113,68,61,53,57,73,42,45,87,42,53,57,45
DMAC1,turquoise,ENSG00000137038,107301267,XM_015830516.1,90871,270,202,226,189,173,204,248,274,225,219,279,256,329,19,21,11,57,27,8,41,29,24,17,14,19,12
CCDC149,turquoise,ENSG00000181982,107298481,XM_015827860.1,91050,537,616,478,464,619,536,610,661,452,323,417,506,585,43,177,118,102,47,138,50,54,67,34,86,80,80
SLC39A13,magenta,ENSG00000165915,107289840,XM_015818656.1,91252,296,300,150,132,270,252,215,147,179,137,215,175,267,108,2625,1730,311,68,935,83,32,1333,597,773,637,1026
C12orf29,magenta,ENSG00000133641,107283115,XM_015810966.1,91298,251,188,150,166,159,141,139,256,261,191,178,186,207,289,359,316,242,259,257,289,382,375,171,352,283,225
R3HDM4,cyan,ENSG00000198858,107282240,XM_015810004.1,91300,260,293,180,186,289,244,294,226,231,129,236,215,320,115,217,152,99,229,351,82,147,161,93,73,163,114
TMEM259,green,ENSG00000182087,107285282,XM_015813458.1,91304,890,1109,727,719,1182,932,1030,639,835,662,937,814,1260,117,101,37,29,27,40,31,42,35,23,21,42,22
RNF185,turquoise,ENSG00000138942,107293503,XM_015822656.1,91445,484,512,556,518,539,502,473,570,429,367,586,548,598,642,366,171,224,229,179,388,329,213,154,160,284,134
ACBD5,magenta,ENSG00000107897,107282819,XM_015810648.1,91452,267,265,218,221,233,215,199,279,206,227,255,269,359,643,519,602,223,437,428,355,377,790,506,518,402,472
PKDCC,brown,ENSG00000162878,107286419,XM_015814783.1,91461,1218,551,314,344,474,598,723,1142,223,236,494,738,2069,8,4,0,0,3,0,0,3,1,7,0,0,0
RPS19BP1,turquoise,ENSG00000187051,107288131,XM_015816715.1,91582,297,468,452,368,470,440,487,334,414,318,473,360,300,510,454,301,294,336,225,371,438,326,227,226,297,178
DEPDC7,blue,ENSG00000121690,107302514,XM_029287138.1,91614,8,59,36,31,22,10,14,6,18,27,17,9,7,14,9,0,1,4,0,9,9,1,5,1,3,3
TDRD12,turquoise,ENSG00000173809,107292569,XM_029285179.1,91646,20,13,5,13,9,23,14,9,19,10,10,10,17,119,84,185,480,76,351,53,53,245,91,145,262,176
LONRF1,tan,ENSG00000154359,107297220,XM_029286255.1,91694,81,323,174,548,404,316,217,89,251,301,318,249,281,10,8,6,7,1,6,9,14,8,6,12,9,4
MFSD4B,cyan,ENSG00000173214,107287164,XM_015815634.2,91749,1100,1178,754,892,972,1097,1302,1197,811,846,1068,971,1392,182,62,103,44,34,95,72,78,106,42,51,59,28
CABLES1,turquoise,ENSG00000134508,107291204,XM_029285142.1,91768,265,798,643,330,764,569,586,225,424,302,749,570,339,123,272,495,391,93,269,186,199,440,192,307,324,225
NXPE3,magenta,ENSG00000144815,107285053,XM_015813199.1,91775,351,226,131,269,225,312,262,266,206,211,262,283,414,56,756,1678,102,63,234,239,81,1030,429,535,489,940
RFT1,magenta,ENSG00000163933,107293199,XM_015822340.1,91869,318,326,281,254,239,346,423,314,344,215,354,407,431,241,242,177,114,99,145,89,141,217,74,142,132,157
NDUFAF2,turquoise,ENSG00000164182,107295766,XM_015825089.1,91942,61,57,31,33,50,65,36,62,46,37,59,66,70,228,371,298,206,243,219,225,310,351,235,150,348,118
CCNQ,turquoise,ENSG00000262919,107286707,XM_015815113.1,92002,110,108,98,110,97,124,76,142,127,70,116,105,136,193,107,77,90,97,75,134,150,75,75,72,172,45
MTG1,grey60,ENSG00000148824,107291446,XM_015820444.2,92170,226,356,310,221,291,372,289,179,259,184,343,246,271,22,16,4,14,16,5,7,11,1,8,10,11,3
UBTD2,brown,ENSG00000168246,107296413,XM_015825756.1,92181,221,146,107,139,122,128,147,147,132,110,129,162,231,9,3,1,1,1,3,1,3,2,0,4,2,1
MGME1,magenta,ENSG00000125871,107299501,XM_015828871.2,92667,94,121,115,92,132,141,111,100,105,83,127,94,94,613,145,289,66,273,248,255,288,346,95,257,314,403
SLC38A5,turquoise,ENSG00000017483,107300218,XM_015829559.1,92745,144,205,122,86,148,162,185,132,154,86,188,103,92,172,384,236,217,135,132,94,60,133,135,95,85,142
SHKBP1,grey60,ENSG00000160410,107285668,XM_015813890.1,92799,183,161,105,134,168,212,165,120,151,104,131,181,161,95,78,24,19,26,56,21,40,16,32,30,19,31
HNRNPLL,blue,ENSG00000143889,107284068,XM_015812077.1,92906,522,646,478,511,635,549,412,488,441,506,711,568,627,242,194,142,102,215,171,278,307,205,130,138,218,106
UBE2Q2,darkgreen,ENSG00000140367,107300952,XM_015830233.2,92912,912,222,201,398,263,333,168,980,571,389,378,425,1104,245,232,154,157,147,179,269,283,248,102,108,236,68
B3GNT7,black,ENSG00000156966,107290405,XM_015819283.1,93010,113,158,225,137,410,150,320,105,151,96,197,131,163,8,14,22,4,8,9,8,7,14,5,11,9,8
TEX30,lightcyan,ENSG00000151287,107293857,XM_015823046.2,93081,41,26,28,18,21,24,33,23,28,32,18,26,18,3,4,4,0,2,2,5,4,2,2,3,2,1
MMGT1,turquoise,ENSG00000169446,107303258,XM_015832465.1,93380,363,370,319,273,376,259,280,323,302,226,259,314,409,1835,1986,1437,2009,1116,1358,1496,1622,1680,1138,1154,1143,1119
TADA2B,blue,ENSG00000173011,107284468,XM_015812527.1,93624,365,873,615,690,692,532,605,304,518,411,603,626,528,247,202,165,110,126,129,269,265,158,150,104,183,73
LRRC4B,blue,ENSG00000131409,107282431,XM_015810209.1,94030,13,41,30,35,43,21,33,5,17,26,37,25,24,23,9,3,2,4,0,3,5,8,11,6,3,7
SFXN1,brown,ENSG00000164466,107295526,XM_015824851.2,94081,440,337,277,355,292,376,320,403,291,308,347,376,444,35,7,8,2,3,4,13,15,4,7,17,3,16
ARHGAP12,brown,ENSG00000165322,107282832,XM_015810663.1,94134,1286,1002,778,939,782,880,792,1759,990,1003,1078,833,2009,1565,834,838,287,811,582,819,845,1349,738,770,676,642
EGLN2,turquoise,ENSG00000269858,107285645,XM_015813858.1,112398,533,472,332,336,513,475,472,344,465,344,400,397,559,16,14,7,55,29,18,22,17,7,10,15,17,11
DTD2,brown,ENSG00000129480,107284946,XM_015813078.1,112487,258,177,121,150,162,207,133,235,164,122,174,162,424,36,104,97,9,59,32,37,83,35,33,54,60,51
IZUMO4,turquoise,ENSG00000099840,107282257,XM_015810027.2,113177,12,26,20,10,27,18,22,11,13,15,12,16,26,3,10,11,48,11,14,11,8,10,18,8,10,19
SCAMP4,green,ENSG00000227500,107282301,XM_015810073.1,113178,361,525,395,485,517,620,478,244,436,258,527,434,554,16,24,19,6,10,5,6,12,15,6,21,8,17
SMIM12,turquoise,ENSG00000163866,107291461,XM_015820459.1,113444,301,333,192,240,293,293,262,260,311,217,299,294,334,179,187,171,192,151,112,132,203,213,122,107,119,111
TMEM54,turquoise,ENSG00000121900,107283738,XM_015811676.1,113452,133,152,100,104,127,118,110,161,86,117,117,93,150,50,23,19,18,18,10,13,44,10,10,9,21,7
SDSL,turquoise,ENSG00000139410,107298897,XM_015828257.1,113675,21,13,22,23,10,39,22,13,12,15,16,17,35,1,1,1,1,0,0,1,0,0,1,0,1,0
FAM83F,turquoise,ENSG00000133477,107285403,XM_015813585.1,113828,991,885,1028,916,927,1112,1054,763,980,761,1108,860,1515,378,336,123,164,120,122,227,288,103,78,94,154,70
TIRAP,turquoise,ENSG00000150455,107298040,XM_015827400.1,114609,151,163,138,124,166,197,174,160,124,104,151,138,233,4,1,5,5,1,1,1,6,1,1,3,6,1
ESCO1,cyan,ENSG00000141446,107291600,XM_015820656.1,114799,455,382,303,331,375,380,282,445,338,294,366,393,589,428,491,598,278,344,539,469,551,578,350,279,509,253
OSBPL6,yellow,ENSG00000079156,107290008,XM_015818847.1,114880,85,53,28,38,53,51,39,73,41,22,41,52,86,293,252,195,117,385,85,242,186,136,301,116,160,119
PTPMT1,turquoise,ENSG00000110536,107292935,XM_015822061.1,114971,143,144,125,92,113,118,122,130,93,102,141,113,138,196,259,132,265,112,153,120,145,97,104,114,165,132
CCDC124,green,ENSG00000007080,107296851,XM_015826206.1,115098,85,140,79,85,121,147,105,47,88,73,87,102,70,4,1,1,1,3,0,0,1,1,1,0,1,0
SLC26A7,magenta,ENSG00000147606,107285751,XM_015813988.1,115111,18,36,19,11,15,17,24,7,10,23,14,26,13,48,51,155,15,8,21,11,24,53,9,4,19,3
TSR3,turquoise,ENSG00000007520,107302622,XM_015831740.2,115939,268,390,326,273,384,290,348,279,267,283,309,241,278,101,106,68,148,108,101,116,94,74,76,55,76,35
TLCD1,turquoise,ENSG00000160606,107299586,XM_015828951.1,116238,59,24,28,29,26,36,24,67,28,27,40,42,90,19,25,13,83,9,34,9,22,18,15,9,23,16
RBP7,black,ENSG00000162444,107292348,XM_015821428.1,116362,32,24,46,23,26,29,22,25,20,20,27,16,18,0,0,0,0,0,0,0,0,0,0,0,1,0
LYPD1,black,ENSG00000150551,107299688,XM_015829035.1,116372,42,254,1129,15,714,30,316,24,26,34,35,33,17,13,5,8,5,4,2,9,6,8,4,32,2,13
SLC16A10,turquoise,ENSG00000112394,107287165,XM_015815635.1,117247,292,478,340,343,406,306,358,336,248,251,364,370,511,9,25,31,33,12,20,7,12,6,6,11,12,5
UBE2J2,turquoise,ENSG00000160087,107287524,XM_015816044.1,118424,272,323,249,290,329,359,292,172,324,200,263,284,313,307,221,109,166,150,183,199,165,142,135,93,151,96
PSTK,magenta,ENSG00000179988,107285943,XM_015814219.1,118672,69,70,68,67,80,76,91,68,68,56,87,77,107,35,89,114,56,34,86,38,37,145,36,94,75,78
SFXN2,black,ENSG00000156398,107290845,XM_015819773.1,118980,578,921,675,445,800,640,685,647,578,438,679,660,841,53,18,23,16,14,7,27,11,10,6,11,24,19
